Tie-break 1;C,B,A;1,1,1;(C(AB));ABC;10110;010;CA
Generated case number 2108;X,d;15,12;(dX);XXdddXXXXd;1100011110;0;d
Generated case number 2109;f,Z,A,r,p,l,E,H,T,b,P,F,n,w,G,J,a,X,g,q,W,v,j,o,i,t,h,U,M,z,C,c,d,Q,u;3,14,11,6,1,11,3,10,10,13,4,13,10,5,15,15,2,14,7,2,9,10,1,7,14,10,4,11,8,1,5,1,2,9,12;(((((r(fP))b)(XZ))(((go)i)(GJ)))((((M((a(cj))(d(pz))))((hC)Q))((W((qE)w))(HT)))(((nt)(vA))((Ul)(uF)))));jXp;10001011001010001110;11110;u
Generated case number 2110;d,p,I,S,i,N,R,v,u,Q,w,E,j,K,F,e,L,X,W,r,n,y,H,z,A,g,k,t,h,f,C,m,Z,M,J,Y,x,s,P,U;1,3,2,13,1,13,8,14,10,4,11,14,3,3,13,5,10,12,4,8,3,9,7,5,9,5,13,7,12,3,2,1,15,8,3,5,14,5,13,9;((((E(H(p(I(di)))))(vx))(((tM)Z)(((QW)R)(rA))))((((Uy)(L(Ye)))(((gs)u)((z((mC)J))w)))(((((Kf)(jn))X)(hF))((NP)(Sk)))));WAIHwXzrIF;01100101111000111000010101111100110110001110000111011011;000010100110100110110011000001000101010110011100101101;EsszKyZWXR
Generated case number 2111;f,n,H,z,K,A,J,P,g,R,E,Z,i,s,m,V,r,N,I,T,L,Y,e,W,a,x,k,D,o,h,q,Q,u,c,y,X,b,G,p,S;1,12,7,14,15,6,8,12,14,9,7,2,7,3,6,8,1,9,10,12,3,14,3,1,3,11,12,3,7,1,3,8,2,3,15,14,13,9,7,13;((((Yg)((op)z))((Ky)((JQ)(VG))))((((NR)((((hr)u)A)I))((x((DL)(ac)))(PT)))(((((eq)m)k)(nS))((b(EH))(((s((Wf)Z))i)X)))));ApPJqPg;1001010010110110011001100001101100001;10010001010011000111110010110010;!
Generated case number 2112;U,T,Y,B,M,R,W;12,3,15,1,8,1,13;((U(((BR)T)M))(WY));TURMW;0101000100101110;11010010;!
Generated case number 2113;f,v,B,G,l,w,p,k,Z,j,A,t,J,T,h,U,e,z,n,o,Q,g;10,5,1,2,12,2,11,12,15,15,11,13,4,10,12,2,2,12,13,15,2,4;(((o((gv)T))((fA)(ph)))(((kl)(zn))((t(((BG)J)((QU)(ew))))(Zj))));ZZ;11101110;100001101101011100000111011010010100000001;!
Generated case number 2114;g,T,Y,v,H,q,u,k,w,h,S,a,m,t,X,O,x,U,p,c,P,E,e,W;8,14,7,7,2,3,6,15,2,9,14,14,4,12,3,14,2,8,10,5,11,8,4,8;((((W(em))(gh))((((xX)c)p)(Pt)))((((u(q(Hw)))O)(ST))(((Yv)a)(k(EU)))));hp;00110101;101101111000001001110110001111000000;!
Generated case number 2115;Y,L,M,u,O,Z,h,B,r,C,l,w,o,k;13,10,14,9,6,15,13,6,6,2,5,2,8,1;(((L(BO))(Yh))((M(ro))(Z(u((w(kC))l)))));MhZMwZl;10001111010011110011011111;1111001110111;!
Generated case number 2116;h,G,J,l,i,A,R,E,c,k,B,e,t,W,K,T,q,I,f,F;2,11,3,14,2,14,5,15,5,12,14,10,5,15,10,10,2,8,6,10;(((W(I((hi)(qJ))))((FK)((Rc)T)))(((eG)((tf)k))((AB)(lE))));WkFKWtWEi;000101101000101000101000001111001101;1010011;!
Generated case number 2117;D,h,a,T,P,b,q,J,f,g,O,n,w,p,x,s,d,Q,X,Y,I,m,t,S,e,N,z,R,C,E,L,W,M,F,Z;5,12,13,14,11,13,5,2,2,14,4,5,3,9,5,11,8,4,10,7,1,12,11,6,12,1,1,3,10,2,9,3,3,3,6;((((t((RW)S))(eh))((m(Z(w((IN)J))))(ab)))(((Tg)((Y(OQ))(dL)))(((pC)((D(f(zE)))X))(((nq)(x(FM)))(Ps)))));nDJFZd;111000110100010111111101100101010110;1110011011111001101001101111011111101010111010;!
Generated case number 2118;T,y,k,m,Q,o,t,Z,S,s,U,v,V,E,w,I,p,A,D,N,R,H,J,i,a,O,e,f,X,L,l,F,B,b,c,Y,q,z,r,W,x,P,G,C,g,d,n,K,u,M,h,j;12,14,5,13,11,4,7,1,15,13,5,5,7,14,1,15,2,7,12,15,1,2,12,4,9,10,1,3,5,5,10,2,4,3,12,5,3,3,9,7,7,4,11,8,6,3,7,3,2,6,11,5;((((S(C(P((RZ)(ew)))))(((io)((pu)L))(ar)))(((O(UX))((Yj)(kv)))((lG)(Qh))))((((DJ)(((Kb)M)T))((c((df)g))(((qz)A)m)))(((sE)((VW)(nt)))((y(x(B(FH))))(IN)))));;;1010100;d
Generated case number 2119;Z,F,T,j,O,Q,g,H,U,W,R,L,l,C,b,M,s,G,h,J,o,N,e,d;4,1,5,11,2,15,1,7,13,13,11,10,6,10,12,10,7,9,6,3,11,10,8,11;((((CL)(MN))((Rd)(jo)))(((b(hl))(UW))((((J((Fg)O))H)Q)((se)(G(ZT))))));sRhG;1110001001001011110;;
Generated case number 2120;Q,b,V,M,t,W,q,N,A,w,j,f,L,O,X,R,x,a,s,Z,P,h,U,K,E,k,B,v,u,d,o,S,y,D,G,Y,z,g,C,r,c,F,J,n,l;8,3,11,7,4,1,12,2,13,15,2,6,14,13,1,5,10,5,7,2,7,4,7,10,2,2,8,10,15,6,6,12,11,5,1,9,5,2,5,12,1,9,11,4,5;(((((MP)(Us))(uw))(((B((N(Xc))(Zg)))(Q(h(jk))))(((nt)F)(Y(CD)))))((((K(Ra))((lz)v))((xJ)(Vy)))(((S(df))(qr))((A(o(b(E(GW)))))(OL)))));AqGV;111001101011101111010110;11111111011011111011001100;!
Generated case number 2121;b,C;6,11;(bC);bCbCb;01010;1010;CbCb
Generated case number 2122;P,V,w,W,z,i,d,a,p,e,o,C,E,f,L,x,y,X,l,Q,b,D,c,t,U,s,u,Z,F,G,j,v,I,h,r,J,K,n;5,8,6,4,15,15,15,7,13,11,10,9,9,2,11,13,5,13,13,5,2,12,4,1,2,5,5,14,6,8,14,9,1,15,12,1,8,1;((((jd)(hi))((z(GK))((V(W(bf)))(CE))))(((((cP)v)((Qs)o))(((uy)L)(eD)))((((F((nt)((IJ)U)))r)(X(wa)))((lp)(xZ)))));ee;1011010110;11000111010111100111011100101000001011111011;!
Generated case number 2123;W,L,l,z,X,h,K,T,t,H,v,Q,P,C,a,S,g,M,O,f;8,5,14,7,2,6,6,10,5,9,11,2,3,3,13,14,15,5,15,9;(((Og)((WH)(((QX)L)f)))((((Mt)T)(v((CP)K)))((a(hz))(Sl))));fOHgPOvMOL;0111000010100110110100010101000000001101;011001010010010100110000010110;!
Generated case number 2124;b,u,m,d,M,B,A,l,D,E,L,C,z,Y,o,e,W,S,O,Q,F,T,a,i,K,X,t,s,p,R,G,J,f,r,n,H,V,I,k,c,j,N,q,x,P,w;3,9,15,5,2,1,1,8,1,7,9,4,1,7,10,8,2,11,5,2,3,5,3,10,10,7,2,4,5,3,7,4,2,10,8,5,10,13,8,14,9,2,8,1,9,3;((((I(EG))((XY)c))((m((((Dx)M)J)((NQ)(Wf))))((ek)(ln))))((((q(s(t(z(AB)))))(LP))((ju)((HO)K)))((((Td)V)(io))((r(p(FR)))(S((ab)(wC)))))));TXIxHer;110000001000000010100011011000110011100;101001111101011001010011111111000110;jbejCt
Generated case number 2125;D,B,q,R,g,W,U,S,T,m,X,b,j,p,P,u,N,C,G,H,l;9,12,12,7,12,2,6,10,4,12,3,7,5,12,9,4,7,5,11,7,7;((((Rb)(l(Tu)))((DP)((C(WX))S)))(((G(jU))(Bg))((mp)(q(HN)))));GS;10000111;0101111001011100000111000111;PqPmbmS
Generated case number 2126;d,n,B,X,i,p,g,s,I,z,h,M,e,Q,O,w,G,K,u,t,Z,v,W,J,j,F,S,R,k,N,E,y,Y;13,14,11,12,9,2,1,8,2,5,4,5,3,9,6,7,10,12,2,11,13,14,11,11,13,12,5,6,9,12,11,11,12;((((YZ)(dj))((nv)((w(h(pu)))(sQ))))((((ik)(G(MS)))((BE)((z((gI)e))J)))(((Wt)(yF))((KN)((OR)X)))));OR;111100111101;100101011010;!
Generated case number 2127;z,W,Q,A,l,J,q,R,a,S,U,G,I,v,y,r,d,L,x,H,D,X,e,n,O,m,s,k,E,Y,p,V,f,P,t;1,9,3,5,9,4,10,9,4,3,11,13,6,5,5,6,12,15,6,6,2,11,6,2,10,1,3,4,14,6,4,2,7,11,6;((((UX)((HI)((QS)Y)))((d(er))((tx)G)))(((((s(DV))f)E)(L((Ja)(k((mz)n)))))((((pA)R)(Wl))((Oq)((vy)P)))));;;0101011001001110001111100100001111110000110111000111011100001;!
Generated case number 2128;Q,f,M,l,b;3,10,11,3,12;(((Ql)f)(Mb));QMbbffMQ;000101111010110000;1111100000100011001;bbMQfQbl
Generated case number 2129;M,y,N,b,E,r,o,X,i,R,k,L,U,F,O,Z,v,G,a,f,w,l,c,S,T,Y,C,x,V,Q,h,K,e,H,J,D,u,t,I,p,B,A,s,q,m,n,W,z,d,g,P;15,1,1,4,8,10,2,15,13,1,7,6,4,10,2,3,12,11,12,7,7,4,3,3,1,6,14,9,5,5,9,12,13,10,12,11,15,4,15,7,8,4,13,7,14,8,2,11,8,10,7;((((((tQ)h)(xF))((H((oS)V))(gr)))(((DG)(zJ))((K(LY))(av))))((((((Zc)P)e)(is))((C(fk))(m(pq))))((((w(A((NR)O)))I)(MX))((u(BE))(((((Ty)W)U)(bl))(dn))))));OqtRLvQoF;1100011110111100000011000110101101001111000001001010000011;1101100101001000001111110;Xocd
Generated case number 2130;x,j;7,13;(xj);xxxjxjjxjj;0001011011;1101111;jjxjjjj
Generated case number 2131;i,y,m,f,j,q,W,o,I,e,M,E,s,C,V,L,R,v,U,P,A,G,k,F,l,w,a,H,g,c,Z,J,r,b,O;9,7,2,2,4,3,4,13,4,6,4,3,7,14,2,11,3,13,13,6,15,4,15,1,3,5,7,12,11,12,15,13,2,4,13;((((OU)(((lq)a)o))((vC)((sy)A)))(((Zk)(((GI)(MW))((b(fm))(j(rE)))))(((i(w((FV)R)))(Lg))((H(Pe))(cJ)))));bswqjPmj;101100011001100100010011011101110101011011101110;100100101000010110;!
Generated case number 2132;R,y,U,q,a,p,o,C,b,k,H,M,g,z,t,i,m,Q,D,I,O,u,S,n,h,r,x,X,s,d,J,E,V,W,P,e,v,l,N,Y,w,L,F,T,B,f,Z,j,c,A,G;14,3,15,7,8,10,1,11,5,4,4,3,6,14,10,3,8,9,12,9,15,15,12,13,8,4,9,11,13,12,10,7,12,2,3,8,13,9,14,12,1,15,3,8,10,11,15,15,3,6,10;((((((bA)C)(Xf))((D((FM)(Pc)))(SV)))(((Yd)((g(iy))n))((sv)((Eq)N))))((((Rz)(LO))((UZ)(ju)))(((((H(W(ow)))T)(ae))((h(kr))(mI)))(((Ql)(xB))((GJ)(pt))))));wUBzNO;11000011110100111011100010111110011;010110000101010;!
Generated case number 2133;Y,D,m,O,W,A,w,I,E,s,t,T,g,R,k,e,v,X,U,j,H,r;6,5,12,12,15,11,9,1,9,13,13,13,14,6,6,11,8,4,14,13,13,11;((((er)(O(RY)))((mH)(Tj)))(((st)(Ug))(((kv)W)((Ew)((D(IX))A)))));sWXrYDXvr;1000110111110110001001111111001111011110010001;1111010110110100101000;!
Generated case number 2134;F,m,h,V,B,p,J,j,N,C,k,i,u,S,X,b,E,T,o,Z,n,A,q,z,H,L,x,I,g,W,c,O,v,l,M,e,r,d,f,D,Y,R,s,U,w,Q,P,t,K,G;14,12,3,15,6,13,9,3,2,10,13,1,4,10,13,14,13,1,10,11,14,15,2,9,14,7,13,6,15,6,4,13,11,11,14,10,5,2,6,12,2,2,6,11,13,13,4,7,3,8;(((((oU)(Zl))((v(BI))(D((Kh)W))))((((fs)m)(EO))((QX)(kp))))((((wx)(FH))(((L(j(NR)))M)(bn)))(((A(tG))(Vg))((((P((Ti)Y))(c(dq)))(J(ur)))((zC)(Se))))));XBwsCMZ;01101001010100000100011111011010100010;101000110000010111000011010001110101100111100;LAIwVhQz
Generated case number 2135;f,y,G,O,D,C,t,Z,c,i,Q,X,P,m,J,L,H,q,u,W,w,r,I,x,K,s,n,A,U,V,B,e,R,v;2,5,7,15,9,6,5,1,15,15,14,11,3,5,5,14,4,5,4,4,15,7,5,10,6,8,7,2,4,15,12,14,7,2;(((((GR)L)(Qe))(((nr)O)(Vc)))(((iw)(((HU)(W(fv)))(sD)))((((uI)(Jm))((qt)x))(((y((ZA)P))X)(B(CK))))));cRPe;01110000111100110011;111011111;!
Generated case number 2136;o,N,R,S,b,n,c,T,r,a,f,M,y,H,i,t,X,W,V,D,l,K,m,E,Q,q;7,13,10,14,6,1,5,12,6,3,2,11,11,14,11,7,10,1,4,2,8,12,4,14,10,6;((((RX)(M(cb)))((iy)(KT)))((((qr)N)(EH))((S(ot))((((D(Wn))V)l)((m(fa))Q)))));fNmt;1111010100111110011011;111100111010110001101110011000100111111001110;!
Generated case number 2137;n,N,I,G,U,M,k,T,u,t,a,R,S,K,F,b,q,A,d,p,j,c,y,Y,L,l,r,w,Z,V,H,P,v,X,B;12,7,1,6,5,9,8,10,15,8,4,3,12,1,8,8,8,3,5,4,8,12,14,11,6,1,15,3,5,12,4,7,12,9,5;((((cn)(v((Rw)N)))((y(PF))(ru)))(((((Ha)b)(jk))((qt)((pB)M)))(((XT)((UZ)(d(A(l(IK))))))((Y(GL))(SV)))));;;001011011011011111111100000011100101111110101011010100;vdKYcYMGBy
Generated case number 2138;w,D,X,i,x,z,t,b,f;3,5,9,13,2,8,13,2,10;((it)((zX)(f(D(w(bx))))));bi;11111000;11100111111;!
Generated case number 2139;h,u,D,Q,g,O,X,C,S,G,Y,f,t,W,Z,i,H,p,c,E,T,L,d,J,q,n,m,A,U;14,12,3,3,2,2,11,14,7,9,3,4,9,8,9,13,8,7,15,6,14,7,13,10,13,6,7,4,8;((((u(n(YA)))(di))((qC)((LS)T)))(((h(mp))(c(H((Og)f))))(((UW)(GZ))((tJ)(X((DQ)E))))));TXCu;01111111001010000;11111010110110010100110001111011111011101100;!
Generated case number 2140;K,r,W,l,k,h,M,e,X,y,V,F,G,C,U,s,J,j,a,c,p,t,g,x,b,Y,N,w,T,I,f,Z,H,o,m,v,B,u,S,n,q,Q,d,z,i,A,O,L,R,E,P,D;2,10,4,4,14,15,15,8,13,14,1,2,6,1,1,11,13,1,1,15,8,10,14,7,10,12,15,3,11,3,4,15,1,12,1,13,7,5,12,1,4,3,10,10,9,4,15,7,5,10,4,4;(((((p(qR))(iE))((bd)(rt)))(((z(uG))(Ts))((SY)(o((IQ)(wA))))))((((JX)(v(BL)))((gk)(y(x(((CH)F)D)))))(((MN)(OZ))((ch)((((K(UV))P)(W((aj)(mn))))(e(fl)))))));cUeZqs;111001111000101111101101100001001011;111001100;!
Generated case number 2141;A,x,W,k,P,G,Z,T,r,c,D,E,i,Q,u,o,H,M,y,J,X,d,K,a,z,b,Y,w,p,v,L,m,N,V,e;7,11,11,8,3,12,7,6,8,7,9,10,10,9,10,6,2,2,1,3,3,12,9,13,3,8,13,12,5,7,9,10,15,4,11;((((w(oA))(Ya))(((Zc)N)((vb)(kr))))((((D(V(M(yH))))(KL))((QE)(im)))(((u(p(JP)))(We))((xG)((T(Xz))d)))));GZoL;11101010000001010011;001110001111;aH
Generated case number 2142;N,X,V,f,A,F,a,u,G,t,i,E,O,J,z,T,r,P,W,q,K,y,l,D,j,h,Y,I,c,p,k,S,d,b,v,R,Z,B,w,s,x,o,C;15,7,4,8,14,1,5,13,12,10,3,3,3,8,3,13,9,12,4,3,9,3,7,14,7,10,6,12,6,3,13,8,13,9,15,4,2,15,4,5,5,1,4;((((B(l(((Fo)Z)R)))(Nv))(((JS)((VW)f))((K(wa))(br))))((((h(sx))(t((EO)Y)))((GI)(P(c(ip)))))(((((qy)(zC))T)(dk))((uA)(D(Xj))))));PTwc;1011011001011010101110;1011100001110101001100001110001110010011011100110110;!
Generated case number 2143;l,g,w,v,A,L,U,j,d,m,C,T,K,r,k,t,M,o,D,p,z,G,i,q;2,9,9,15,6,11,7,13,8,10,4,14,11,2,13,11,1,9,3,15,5,12,15,12;((((mK)(Lt))((Gq)((A((Ml)C))j)))(((kT)((Ud)i))((pv)((go)(w((rD)z))))));wlvvM;111100110101110111010110100;11000100;pG
Generated case number 2144;y,J,i,h,j,R,p,S,X;7,5,5,11,1,14,12,7,15;(((Sy)X)(((i(jJ))h)(pR)));pXjpXyi;1100110010110010011000;00111010011;ypJ
Generated case number 2145;r,J,i,H;4,10,10,15;(H(i(rJ)));rrJHHiJ;1101101110010111;1010111110;iiJr
Generated case number 2146;k,c,X,Q,x,g,P,e,J;7,5,10,4,9,4,8,9,13;((J(P(Qg)))((ex)(X(ck))));;;10010100011101101110;exJgQc
Generated case number 2147;N,D,z,G,v,q,d,x,A,X,U,W,a,u,K,m,Y,h,k,e,Z,n,Q,g,l,H,E,B,M,t,P,s,c,C;12,2,7,15,12,11,5,11,15,13,13,1,10,9,3,5,1,6,9,15,1,10,15,7,13,13,9,1,9,8,8,6,3,12;((((Xl)((gz)A))((GQ)(e(Pt))))((((EM)(ku))(((((YZ)K)d)a)(n(mh))))(((qx)(CN))((v(s(c((BW)D))))(HU)))));tqgg;01111110000010000100;0001001000100;lgG
Generated case number 2148;L,V,s,p,J,W,G,X,N,M;11,5,3,2,2,13,3,8,14,2;((WN)(((s(JM))X)(((pG)V)L)));VGGVJLV;110111001110011101100101111101;10011;M
Generated case number 2149;x,f,i,K,E,C,p,s,X;6,7,9,13,1,10,2,6,11;((K(xf))((((Ep)s)i)(CX)));KfK;0001100;1011000101110000101101100111011;!
Generated case number 2150;T,l,C,b,E,G,O,d,i,w,I,V,R,Q,e,X,f;8,10,14,7,8,1,6,10,10,14,10,5,6,3,8,10,1;((((OR)C)(w(bE)))(((Te)((((Gf)Q)V)I))((Xd)(il))));QTwGfdX;10100110000101010000101000111011100;101010011010;!
Generated case number 2151;v,r,J,w,h,Z,q,c,K,u,H,S,j,M,b,G,g,x,d,s,O,o,n,i,P,U,t,f,B,m,T,z,C,F,e,R,X,V,a,y,k,L,p,Y;3,15,7,1,12,10,13,7,7,2,1,9,4,5,7,4,4,1,2,15,14,8,8,3,9,9,9,13,7,5,12,15,3,9,12,15,12,7,10,15,9,2,5,1;((((yz)(((G((HY)L))((du)g))(no)))((((j((wx)C))F)(PS))((Uk)(t(Mm)))))((((Za)((p(iv))T))((Xe)(hf)))(((q(BJ))((KV)O))(((bc)R)(rs)))));bnMLMyqLMq;111000001100111100010011011110000011000001001101111011000;0111110100001100;!
Generated case number 2152;X,Q,l,E,j,Y,W,D,i,a,O,A,N,L,R,T,V,S,F,f,b,J,B,U,c,n,e;4,15,3,8,15,5,13,4,14,11,14,2,1,11,11,14,7,11,10,4,4,14,5,14,10,5,13;((((Sa)(We))((JO)(TU)))(((i(V(DX)))(Qj))(((E(bf))((BY)F))((c(n((NA)l)))(LR)))));LiJLUYLLT;111101000010011110011111010111110111100110;10010;V
Generated case number 2153;T,N,d,Q,C,m,A,O,Z,e,w,M,R,J,r,n,c,H,X,g,E,D,B,s,Y,j,P,f,F,a,z,k,y,S,i,L,q,h,G;7,3,12,4,10,11,9,10,8,11,12,2,14,6,15,3,4,1,14,11,14,7,9,8,15,10,7,11,8,13,15,4,8,14,14,1,15,2,10;((((rz)(((Qc)Z)(sy)))(((AB)((k(hN))C))((GO)(je))))((((fg)(md))((w(JD))(aE)))(((((n((HL)M))P)R)(SX))((i(TF))(Yq)))));njRw;1100000011101100110100;00011101010101000101011001111111000010111000011011101010;!
Generated case number 2154;A,p,O,g,M,K,a,Z,X,x,n,v,s,N,z,i,o,c,V,k,L,h,e,B,P;2,11,2,8,2,8,14,5,4,8,10,14,12,15,10,4,11,9,6,4,12,8,15,8,14;((((nz)(op))((((O(AM))V)L)(sP)))(((av)(Ne))(((BK)((Xi)g))((hx)((kZ)c)))));hVhLhxONnz;11100010011110001011110011101010000101000000001;;
Generated case number 2155;N,X,k,m,h,U,n,Z,Q,e,z,p,o,a,c,w,j,t,I,K,E,d,F,J,S,i,f,A,y;7,1,7,15,11,1,3,8,14,14,1,10,15,15,10,15,3,15,10,1,1,15,1,6,9,9,6,5,12;((((h(Jf))(y((n((EF)(KU)))N)))((Qe)((kZ)a)))(((dm)(ot))((w(Si))(((A((Xz)j))I)(cp)))));jfoIFUyQSm;111001100011101011101001101010011011100100100110101001;0011001110010011011;nXi
Generated case number 2156;U,m,r,o,L,j,i,a,C,g,D,F,X,K,h,s,n,t,u,V,A,Y,p,k,l,v,c,R,T,Q,E,f,Z,W,w,M,b;13,5,13,1,9,14,6,10,1,7,6,9,12,14,15,15,10,4,10,6,9,7,13,2,6,1,1,11,12,5,1,6,11,5,4,2,6;(((((lY)p)(rK))((j(g((M(co))t)))(hs)))((((A(w(k(v(CE)))))(FL))(((QW)a)(nu)))((((mD)R)(ZT))(((Vb)X)((fi)U)))));snYZLF;01111011000001110101001110010;1010101101101010001000101001111001100011001010;ahZwrLRkg
Generated case number 2157;N,X,g,v,E,r,R,I,d,t,B,h,T,K,C,i,w,A,Q,o,c,f,x,p,y;7,11,10,3,9,4,9,15,10,14,1,3,8,4,9,1,13,7,12,11,11,11,1,1,11;((((Rd)(g(r(hv))))((Xc)(fo)))(((yQ)(w(AN)))((tI)(((((Bi)(px))K)T)(CE)))));;;;
Generated case number 2158;d,K,w,R,b,C,u,Y,r,n,W,I,l,S,a,O,F,y,E,k,g,Q,q,p,h,i,G,X,m,B,e,t,c,D,L,f,N,P,o,T,U,z,v,j,V,H,s,Z,J,A,x,M;9,8,9,11,12,9,6,2,10,12,10,13,12,11,10,8,3,13,5,4,8,11,7,11,10,5,9,4,13,15,7,8,5,8,12,14,7,6,6,12,14,9,13,10,11,10,5,1,3,3,13,5;((((((s(AF))Q)(RS))((Vp)(((J(ZY))P)L)))(((Tb)(ln))(((ou)I)(mv))))((((xy)((Ne)U))((fB)((qD)(KO))))(((((Xk)g)(tC))((Gd)(wz)))((((EM)H)(Wa))(((ci)h)(jr))))));h;111101;110110110110001101101110;wwPK
Generated case number 2159;C,T,S,r,t,L,a,y,w,U,D,p,Q,x,c,I,G,m,k,B,O,K,Y,g,d,h;15,5,14,7,9,11,10,14,1,10,15,13,10,1,2,15,8,13,1,13,4,8,10,14,9,9;((((L(((kw)(xc))r))(Bm))((pS)(gy)))(((CD)(I(GK)))((((OT)d)(ht))((QU)(Ya)))));yTdLhBpkrI;011111000111001000011010001001000001000000111010;110001100;!
Generated case number 2160;X,B,e,x,d,V,j,Z,m,w,L,q,n,H,i,J,P,a,o,s,R;8,3,3,8,12,8,4,7,13,2,5,6,6,7,14,5,7,3,14,11,10;(((io)((VX)(x(j(wB)))))((((JL)R)(s((ae)n)))((d(qH))(m(PZ)))));qHio;1101011011000001;11001010011111101100;dsBa
Generated case number 2161;l,g,R,v,K,o,k,c,N,h,C,q,B,r,E,x,P,J,y,b,w,F,T,U,Q,H,s,L,t,z,S,a,I,d,A,X,e,p,i,D,n,u,V,Y,f,M,G,O,Z,j,m;1,11,8,6,3,15,10,5,9,15,8,14,12,7,10,10,2,4,6,4,7,11,2,8,12,15,15,6,6,7,7,15,11,3,14,11,8,9,6,4,15,2,9,7,14,13,2,13,6,8,2;(((((Ek)(xF))(((c((lG)K))I)(Xg)))(((B(LZ))(Q(it)))(((vy)M)(OA))))((((((dD)S)(Yr))(fq))(((wz)H)(ah)))(((no)(s(C(J(PT)))))(((RU)((b(mu))e))((jN)(Vp))))));YBkPhsYm;100010010000000111011110101111101010001011101010;10110100001010111001001011101111000001010011;aStGPkZ
Generated case number 2162;r,w,Q,O,b,I,E,Z,u,D,K,d,n,C,g,s,q,i,B,a,V,h,f,k,N,l,z,F,M,X,t,y,j,Y,R,L,J,W,x;12,3,6,14,1,13,5,9,3,13,15,15,10,6,4,8,13,14,11,7,8,9,15,11,8,13,2,5,1,10,5,9,12,11,15,10,7,10,6;((((df)((NV)(sZ)))(((hy)((EF)L))((WX)(nB))))(((((tC)Y)(k(Q(uw))))((jr)(DI)))((((xJ)l)(qO))((iK)((a(((Mb)z)g))R)))));QEf;1001100101000001;10101110001011011101101011010101111111100001110;!
Generated case number 2163;L,H,F,W,b,g,f,p,J,w,h,d,q,P,M,Y,j,U,N,I,D,G,c,u,O,E,X,B,T;11,7,15,5,12,9,8,10,3,2,3,8,13,14,10,15,6,12,10,14,5,3,5,7,3,13,12,5,7;((((UX)(bE))((q(HT))(IP)))((((u(hB))F)(Y(df)))(((g(D(wG)))(MN))(((Wc)p)(L((JO)j))))));;;111110011101111110100001010110011111100101110101111;!
Generated case number 2164;K,T,O,B,f,y,a,V,u,D,i,l,o,U;15,6,14,8,10,5,6,5,2,1,10,7,15,12;((((yT)U)((al)O))((Ko)((B((Du)V))(fi))));UUiTil;0010011111000111110101;110101000;!
Generated case number 2165;y,o,Q,q,J,h,I,v,t,a,C,c,P,B,k,d,i,R,K,w,H,j,S,n,b,p,z,N,G,F,x,l,X,D,g,Y,U,u,L,m;8,6,5,12,3,5,9,1,13,12,4,4,9,2,1,15,6,2,15,11,1,11,1,7,4,8,13,11,7,15,4,12,1,14,10,12,13,8,14,8;((((LF)(Kd))((((((HS)R)b)(cx))(mp))((uy)(IP))))(((((((Xk)(vB))Q)g)(N(hi)))((jw)(Ya)))(((lq)((o(JC))U))((tz)(D(Gn))))));Fjk;00011010010000001;0100010100011101000100000101000001;bboSS
Generated case number 2166;i,K,U,q,P,b,X,t,n,r,x,F,Y,u,R,y,k,v,E,m,g,f,N,Z,B,C,e,W,M,A;12,12,2,3,7,4,14,7,8,9,8,1,15,14,7,8,10,8,8,8,1,6,13,4,5,7,13,9,6,7;((((Ki)((fA)N))((e(C(q((Fg)U))))((PR)X)))(((u(tE))(Y((Zb)m)))(((nv)(xy))((Wr)(k(BM))))));efyA;0100001001101100101;0000111001101000100110000011111010101110001100;KWxfnNrFP
Generated case number 2167;p,o,N,T,L,E,k,v,Y,a,b,j,Q,c,J,q,P,g,f,W,A,d,u,z,S,w,i,M,K,G,H,s,I,C,m,F,O,e,U,y,D,x,n,X,Z,R,V,r,B;4,7,4,8,15,15,9,14,3,4,7,1,14,14,9,1,7,6,13,4,3,7,9,7,15,2,11,4,11,2,14,3,14,14,1,4,11,4,4,2,6,11,5,14,13,11,7,10,1;((((((MN)T)((UW)(ae)))(((((mq)w)p)J)(ku)))(((((yA)n)r)(KO))((Ri)(x(D(Ys))))))(((((gP)Z)(fC))((HI)(Q(Vb))))(((Xc)((do)v))(((z(((Bj)G)F))E)(LS)))));;;00110100001110010100100001001001110001110010000110111010000;!
Generated case number 2168;l,e,X,z,Z,o,T,j,n,p,t;10,9,5,14,11,5,1,4,7,5,5;((z(e((Tj)X)))((l(op))(Z(tn))));jeletZjojZ;01101010100010111011001101101001101110;10;!
Generated case number 2169;J,q,o,s,l,v,k,m,c,r,y,L,w,U,f,O,K,G,M,W,B,n,d,Y,u,R,z,D,A,C,x,j,X,F,e;3,14,2,6,5,1,5,2,11,11,5,11,7,6,9,14,15,15,13,13,12,8,12,13,4,13,13,8,9,11,3,2,7,3,6;((((Yz)(O(Xw)))((qG)(K(D((mo)u)))))((((nA)(f(kl)))((C(y(FJ)))(Lc)))(((rB)((Ue)d))(((((vj)x)s)M)(RW)))));w;00111;1111;!
Generated case number 2170;S,Y,F,X,k,M;5,11,15,3,7,2;((k((MX)S))(YF));FkkSYMkSFM;11000001110010000011110100;01111011010000000110101111001;!
Generated case number 2171;S,Z,P,X,M,f,k;1,2,5,11,13,8,8;((kX)(M(((SZ)P)f)));;;;
